Server Name,OS,Metric,Status,Current Avg (%),Current Max (%),Predicted Avg (%),Predicted Peak (%),Trend,Risks
192.168.129.224_cn-gs-hfyh-p_jian.li,windows,CPU,OK,1.5,10.0,1.7,10.2,STABLE,
192.168.129.224_cn-gs-hfyh-p_jian.li,windows,Memory,OK,24.5,26.0,23.1,24.6,STABLE,
192.168.129.224_cn-gs-hfyh-p_jian.li,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
192.168.129.224_cn-gs-hfyh-p_jian.li,windows,Disk (C:),OK,20.6,21.0,21.4,21.8,STABLE,
192.168.129.224_cn-gs-hfyh-p_jian.li,windows,Disk (Disk IO Stats-1 D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
192.168.129.224_cn-gs-hfyh-p_jian.li,windows,Disk (D:),OK,1.0,1.0,1.0,1.0,STABLE,
cn-dataconnet-p_192.168.122.28_alex,windows,CPU,OK,6.6,45.0,7.6,46.1,STABLE,
cn-dataconnet-p_192.168.122.28_alex,windows,Memory,OK,33.4,38.0,32.1,36.7,STABLE,
cn-dataconnet-p_192.168.122.28_alex,windows,Disk (Disk IO Stats-0 D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
cn-dataconnet-p_192.168.122.28_alex,windows,Disk (D:),WARNING,84.8,86.0,82.4,83.7,STABLE,Peak > 80%
cn-dataconnet-p_192.168.122.28_alex,windows,Disk (C:),WARNING,84.0,84.0,84.0,84.0,STABLE,Peak > 80%
cn-dataconnet-p_192.168.122.28_alex,windows,Disk (Disk IO Stats-1 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
vn-wsus-p_10.39.104.8_xr.ji,windows,CPU,OK,4.0,26.0,5.8,27.8,STABLE,
vn-wsus-p_10.39.104.8_xr.ji,windows,Memory,OK,36.8,51.0,29.0,43.2,FALLING,
vn-wsus-p_10.39.104.8_xr.ji,windows,Disk (D:),CRITICAL,93.7,96.0,89.4,91.7,STABLE,Peak > 90%
vn-wsus-p_10.39.104.8_xr.ji,windows,Disk (Disk IO Stats-1 D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
vn-wsus-p_10.39.104.8_xr.ji,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
vn-wsus-p_10.39.104.8_xr.ji,windows,Disk (C:),OK,13.0,13.0,13.0,13.0,STABLE,
NEW-cistorage192.168.42.205,windows,CPU,OK,0.3,18.0,0.2,17.9,STABLE,
NEW-cistorage192.168.42.205,windows,Memory,OK,19.9,25.0,18.6,23.7,STABLE,
NEW-cistorage192.168.42.205,windows,Disk (D:),WARNING,89.9,90.0,89.6,89.7,STABLE,Peak > 80%
NEW-cistorage192.168.42.205,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
NEW-cistorage192.168.42.205,windows,Disk (Disk IO Stats-1 D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
NEW-cistorage192.168.42.205,windows,Disk (C:),OK,9.0,9.0,9.0,9.0,STABLE,
AU-gs-front1-p_192.168.122.195_AUTO,windows,CPU,OK,3.6,10.0,3.7,10.1,STABLE,
AU-gs-front1-p_192.168.122.195_AUTO,windows,Memory,OK,34.3,36.0,32.1,33.8,STABLE,
AU-gs-front1-p_192.168.122.195_AUTO,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front1-p_192.168.122.195_AUTO,windows,Disk (C:),OK,28.0,28.0,28.0,28.0,STABLE,
AU-gs-front10-p_192.168.122.204,windows,CPU,OK,3.9,20.0,4.0,20.1,STABLE,
AU-gs-front10-p_192.168.122.204,windows,Memory,OK,61.3,64.0,59.0,61.6,STABLE,
AU-gs-front10-p_192.168.122.204,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front10-p_192.168.122.204,windows,Disk (C:),OK,24.0,24.0,24.0,24.0,STABLE,
AU-EDIPEAE1-P_192.168.42.47_ray,windows,CPU,OK,3.3,18.0,3.7,18.4,STABLE,
AU-EDIPEAE1-P_192.168.42.47_ray,windows,Memory,OK,53.4,61.0,56.6,64.2,STABLE,
AU-EDIPEAE1-P_192.168.42.47_ray,windows,Disk (Disk IO Stats-0 C: E:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-EDIPEAE1-P_192.168.42.47_ray,windows,Disk (E:),OK,42.2,43.0,43.0,43.8,STABLE,
AU-EDIPEAE1-P_192.168.42.47_ray,windows,Disk (C:),OK,28.7,31.0,31.1,33.4,STABLE,
越南文件服务器_10.61.62.160_henry,windows,CPU,NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
越南文件服务器_10.61.62.160_henry,windows,Memory,NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
越南文件服务器_10.61.62.160_henry,windows,Disk (E:),OK,76.0,76.0,76.0,76.0,STABLE,
越南文件服务器_10.61.62.160_henry,windows,Disk (D:),WARNING,81.8,82.0,80.8,81.0,STABLE,Peak > 80%
越南文件服务器_10.61.62.160_henry,windows,Disk (C:),OK,59.0,59.0,59.0,59.0,STABLE,
越南文件服务器_10.61.62.160_henry,windows,Disk (F:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-EDIPEAE2-P_192.168.42.48_ray,windows,CPU,OK,4.7,22.0,5.2,22.5,STABLE,
AU-EDIPEAE2-P_192.168.42.48_ray,windows,Memory,OK,52.9,60.0,58.0,65.1,STABLE,
AU-EDIPEAE2-P_192.168.42.48_ray,windows,Disk (Disk IO Stats-0 C: E:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-EDIPEAE2-P_192.168.42.48_ray,windows,Disk (C:),OK,27.7,30.0,30.1,32.4,STABLE,
AU-EDIPEAE2-P_192.168.42.48_ray,windows,Disk (E:),OK,62.1,63.0,62.6,63.4,STABLE,
AU-gs-front14-p_192.168.42.214_auto,windows,CPU,OK,9.9,30.0,9.8,29.9,STABLE,
AU-gs-front14-p_192.168.42.214_auto,windows,Memory,OK,60.1,63.0,58.7,61.6,STABLE,
AU-gs-front14-p_192.168.42.214_auto,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front14-p_192.168.42.214_auto,windows,Disk (D:),OK,1.0,1.0,1.0,1.0,STABLE,
AU-gs-front14-p_192.168.42.214_auto,windows,Disk (C:),OK,18.0,18.0,18.0,18.0,STABLE,
AU-gs-front14-p_192.168.42.214_auto,windows,Disk (Disk IO Stats-1 D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front15-p_192.168.130.9_ac.sun,windows,CPU,OK,0.5,3.0,0.5,3.0,STABLE,
AU-gs-front15-p_192.168.130.9_ac.sun,windows,Memory,OK,70.3,72.0,67.3,69.0,STABLE,
AU-gs-front15-p_192.168.130.9_ac.sun,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front15-p_192.168.130.9_ac.sun,windows,Disk (Disk IO Stats-1 D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front15-p_192.168.130.9_ac.sun,windows,Disk (C:),OK,23.0,24.0,23.0,24.0,STABLE,
AU-gs-front15-p_192.168.130.9_ac.sun,windows,Disk (D:),OK,2.0,2.0,2.0,2.0,STABLE,
AU-gs-front11-p,windows,CPU,OK,6.9,34.0,5.4,32.5,STABLE,
AU-gs-front11-p,windows,Memory,OK,67.0,70.0,62.9,65.9,STABLE,
AU-gs-front11-p,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front11-p,windows,Disk (C:),OK,38.3,39.0,36.9,37.6,STABLE,
AU-gs-front13-p_192.168.42.192_auto,windows,CPU,OK,1.1,26.0,1.2,26.1,STABLE,
AU-gs-front13-p_192.168.42.192_auto,windows,Memory,OK,52.8,55.0,50.9,53.1,STABLE,
AU-gs-front13-p_192.168.42.192_auto,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front13-p_192.168.42.192_auto,windows,Disk (C:),OK,41.0,41.0,41.0,41.0,STABLE,
AU-gs-front12-p_192.168.42.191_auto,windows,CPU,OK,7.2,23.0,7.3,23.1,STABLE,
AU-gs-front12-p_192.168.42.191_auto,windows,Memory,OK,63.1,67.0,64.7,68.6,STABLE,
AU-gs-front12-p_192.168.42.191_auto,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front12-p_192.168.42.191_auto,windows,Disk (C:),OK,33.0,33.0,33.0,33.0,STABLE,
AU-gs-front3-p_192.168.122.197_AUTO,windows,CPU,OK,4.6,18.0,4.8,18.2,STABLE,
AU-gs-front3-p_192.168.122.197_AUTO,windows,Memory,OK,62.6,65.0,60.4,62.8,STABLE,
AU-gs-front3-p_192.168.122.197_AUTO,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front3-p_192.168.122.197_AUTO,windows,Disk (C:),OK,20.0,20.0,20.0,20.0,STABLE,
AU-gs-front2-p_192.168.122.196_AUTO,windows,CPU,OK,3.7,17.0,4.1,17.4,STABLE,
AU-gs-front2-p_192.168.122.196_AUTO,windows,Memory,OK,33.2,35.0,31.9,33.7,STABLE,
AU-gs-front2-p_192.168.122.196_AUTO,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front2-p_192.168.122.196_AUTO,windows,Disk (C:),OK,76.2,79.0,72.4,75.2,STABLE,
AU-gs-front4-p_192.168.122.198_auto,windows,CPU,OK,3.8,21.0,3.5,20.7,STABLE,
AU-gs-front4-p_192.168.122.198_auto,windows,Memory,OK,55.7,57.0,54.8,56.1,STABLE,
AU-gs-front4-p_192.168.122.198_auto,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front4-p_192.168.122.198_auto,windows,Disk (C:),OK,19.0,19.0,19.0,19.0,STABLE,
AU-gs-front5-p_192.168.122.199_auto,windows,CPU,OK,8.6,21.0,9.1,21.5,STABLE,
AU-gs-front5-p_192.168.122.199_auto,windows,Memory,OK,63.7,69.0,62.0,67.3,STABLE,
AU-gs-front5-p_192.168.122.199_auto,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front5-p_192.168.122.199_auto,windows,Disk (D:),OK,6.0,7.0,6.0,7.0,STABLE,
AU-gs-front5-p_192.168.122.199_auto,windows,Disk (C:),OK,22.0,22.0,22.0,22.0,STABLE,
AU-gs-front5-p_192.168.122.199_auto,windows,Disk (Disk IO Stats-1 D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front6-p_192.168.122.200_auto,windows,CPU,OK,4.4,24.0,5.4,25.0,STABLE,
AU-gs-front6-p_192.168.122.200_auto,windows,Memory,OK,52.1,55.0,50.3,53.1,STABLE,
AU-gs-front6-p_192.168.122.200_auto,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front6-p_192.168.122.200_auto,windows,Disk (C:),OK,21.7,22.0,20.9,21.1,STABLE,
AU-gs-front8-p_192.168.122.202_auto,windows,CPU,OK,3.6,14.0,3.9,14.3,STABLE,
AU-gs-front8-p_192.168.122.202_auto,windows,Memory,OK,57.4,60.0,56.2,58.8,STABLE,
AU-gs-front8-p_192.168.122.202_auto,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front8-p_192.168.122.202_auto,windows,Disk (C:),OK,17.8,18.0,17.1,17.3,STABLE,
AU-gs-front7-p_192.168.122.201_auto,windows,CPU,OK,4.7,19.0,4.4,18.7,STABLE,
AU-gs-front7-p_192.168.122.201_auto,windows,Memory,OK,54.7,58.0,54.0,57.3,STABLE,
AU-gs-front7-p_192.168.122.201_auto,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front7-p_192.168.122.201_auto,windows,Disk (C:),OK,17.6,18.0,17.4,17.8,STABLE,
AU-gs-front9-p_192.168.122.203,windows,CPU,OK,2.2,12.0,2.3,12.1,STABLE,
AU-gs-front9-p_192.168.122.203,windows,Memory,OK,59.4,63.0,59.1,62.7,STABLE,
AU-gs-front9-p_192.168.122.203,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AU-gs-front9-p_192.168.122.203,windows,Disk (C:),OK,30.9,31.0,30.3,30.5,STABLE,
AutoEDIAppG11_192.168.41.172_ray,windows,CPU,OK,14.2,38.0,15.5,39.2,STABLE,
AutoEDIAppG11_192.168.41.172_ray,windows,Memory,OK,56.3,57.0,55.7,56.4,STABLE,
AutoEDIAppG11_192.168.41.172_ray,windows,Disk (Disk IO Stats-0 C: D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AutoEDIAppG11_192.168.41.172_ray,windows,Disk (D:),OK,38.0,38.0,38.0,38.0,STABLE,
AutoEDIAppG11_192.168.41.172_ray,windows,Disk (C:),OK,34.0,34.0,34.0,34.0,STABLE,
AUTO-ICBC-P_192.168.42.64_hs.wang,windows,CPU,OK,0.1,10.0,0.0,9.9,STABLE,
AUTO-ICBC-P_192.168.42.64_hs.wang,windows,Memory,OK,14.0,15.0,13.9,14.9,STABLE,
AUTO-ICBC-P_192.168.42.64_hs.wang,windows,Disk (Disk IO Stats-0 C: D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AUTO-ICBC-P_192.168.42.64_hs.wang,windows,Disk (C:),OK,26.0,26.0,26.0,26.0,STABLE,
AUTO-ICBC-P_192.168.42.64_hs.wang,windows,Disk (D:),OK,0.0,0.0,0.0,0.0,STABLE,
AutoEDIAppG21_192.168.41.174_ray,windows,CPU,OK,13.5,36.0,11.3,33.8,STABLE,
AutoEDIAppG21_192.168.41.174_ray,windows,Memory,CRITICAL,66.9,79.0,83.9,96.0,RISING,Peak > 90%
AutoEDIAppG21_192.168.41.174_ray,windows,Disk (D:),OK,38.0,38.0,38.0,38.0,STABLE,
AutoEDIAppG21_192.168.41.174_ray,windows,Disk (C:),OK,30.9,31.0,31.1,31.2,STABLE,
AutoEDIAppG21_192.168.41.174_ray,windows,Disk (Disk IO Stats-0 C: D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
Access-DDS.cn.chervongroup.net._192.168.10.45_hs.wang,windows,CPU,OK,0.1,1.0,0.1,1.1,STABLE,
Access-DDS.cn.chervongroup.net._192.168.10.45_hs.wang,windows,Memory,CRITICAL,92.0,93.0,91.9,92.9,STABLE,Peak > 90%
Access-DDS.cn.chervongroup.net._192.168.10.45_hs.wang,windows,Disk (192.168.10.45:DiskUtilization-D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
Access-DDS.cn.chervongroup.net._192.168.10.45_hs.wang,windows,Disk (192.168.10.45:DiskUtilization-C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
Access-DDS.cn.chervongroup.net._192.168.10.45_hs.wang,windows,Disk (Disk IO Stats-0 C: E: D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
Access-DDS.cn.chervongroup.net._192.168.10.45_hs.wang,windows,Disk (192.168.10.45:DiskUtilization-E:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AutoEDIAppG12_192.168.41.173_ray,windows,CPU,OK,7.0,28.0,8.0,29.0,STABLE,
AutoEDIAppG12_192.168.41.173_ray,windows,Memory,OK,54.7,55.0,55.1,55.4,STABLE,
AutoEDIAppG12_192.168.41.173_ray,windows,Disk (C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AutoEDIAppG12_192.168.41.173_ray,windows,Disk (C:),OK,29.4,30.0,28.9,29.5,STABLE,
AutoEDIAppG12_192.168.41.173_ray,windows,Disk (Disk IO Stats-0 C: D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AutoEDIAppG12_192.168.41.173_ray,windows,Disk (D:),OK,38.0,38.0,38.0,38.0,STABLE,
BCNADFSProxy_192.168.41.70,windows,CPU,OK,0.9,8.0,0.9,7.9,STABLE,
BCNADFSProxy_192.168.41.70,windows,Memory,OK,44.7,46.0,45.8,47.1,STABLE,
BCNADFSProxy_192.168.41.70,windows,Disk (Disk IO Stats-0 D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
BCNADFSProxy_192.168.41.70,windows,Disk (C:),OK,16.9,17.0,16.9,17.0,STABLE,
BCNADFSProxy_192.168.41.70,windows,Disk (D:),OK,0.0,0.0,0.0,0.0,STABLE,
BCNADFSProxy_192.168.41.70,windows,Disk (Disk IO Stats-1 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AutoEDIAppG22_192.168.41.175_ray,windows,CPU,OK,7.4,45.0,10.9,48.6,STABLE,
AutoEDIAppG22_192.168.41.175_ray,windows,Memory,OK,62.2,63.0,61.6,62.4,STABLE,
AutoEDIAppG22_192.168.41.175_ray,windows,Disk (Disk IO Stats-0 C: D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AutoEDIAppG22_192.168.41.175_ray,windows,Disk (C:),OK,32.0,32.0,32.0,32.0,STABLE,
AutoEDIAppG22_192.168.41.175_ray,windows,Disk (D:),OK,40.0,40.0,40.0,40.0,STABLE,
AutoEDIFenceCN_192.168.41.176_ray,windows,CPU,OK,7.2,27.0,7.3,27.1,STABLE,
AutoEDIFenceCN_192.168.41.176_ray,windows,Memory,OK,35.6,37.0,37.1,38.6,STABLE,
AutoEDIFenceCN_192.168.41.176_ray,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AutoEDIFenceCN_192.168.41.176_ray,windows,Disk (C:),OK,20.0,20.0,20.0,20.0,STABLE,
AutoEDISvr1_192.168.41.170_ray,windows,CPU,OK,23.0,63.0,17.5,57.5,FALLING,
AutoEDISvr1_192.168.41.170_ray,windows,Memory,CRITICAL,92.0,92.0,92.0,92.0,STABLE,Peak > 90%
AutoEDISvr1_192.168.41.170_ray,windows,Disk (E:),OK,2.0,2.0,2.0,2.0,STABLE,
AutoEDISvr1_192.168.41.170_ray,windows,Disk (D:),OK,6.0,6.0,6.0,6.0,STABLE,
AutoEDISvr1_192.168.41.170_ray,windows,Disk (C:),OK,44.5,46.0,45.6,47.1,STABLE,
AutoEDISvr1_192.168.41.170_ray,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AutoEDISvr1_192.168.41.170_ray,windows,Disk (Disk IO Stats-2 E:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AutoEDISvr1_192.168.41.170_ray,windows,Disk (Disk IO Stats-1 D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AutoEDISvr1_192.168.41.170_ray,windows,Disk (Disk IO Stats-3 F:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AutoEDISvr1_192.168.41.170_ray,windows,Disk (F:),OK,37.0,37.0,37.0,37.0,STABLE,
AutoEDISvr2_192.168.41.171_ray,windows,CPU,OK,14.5,36.0,15.1,36.6,STABLE,
AutoEDISvr2_192.168.41.171_ray,windows,Memory,WARNING,81.8,84.0,81.2,83.4,STABLE,Peak > 80%
AutoEDISvr2_192.168.41.171_ray,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AutoEDISvr2_192.168.41.171_ray,windows,Disk (Disk IO Stats-1),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AutoEDISvr2_192.168.41.171_ray,windows,Disk (C:),OK,34.9,35.0,35.1,35.2,STABLE,
AutoEDISvr2_192.168.41.171_ray,windows,Disk (Disk IO Stats-3),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
AutoEDISvr2_192.168.41.171_ray,windows,Disk (Disk IO Stats-2),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
BCngrpAD_192.168.41.62_xr.ji,windows,CPU,OK,37.9,48.0,38.7,48.8,STABLE,
BCngrpAD_192.168.41.62_xr.ji,windows,Memory,OK,35.2,39.0,36.7,40.5,STABLE,
BCngrpAD_192.168.41.62_xr.ji,windows,Disk (Disk IO Stats-0 D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
BCngrpAD_192.168.41.62_xr.ji,windows,Disk (D:),OK,13.2,23.0,14.3,24.1,STABLE,
BCngrpAD_192.168.41.62_xr.ji,windows,Disk (C:),OK,26.1,27.0,25.8,26.7,STABLE,
BCngrpAD_192.168.41.62_xr.ji,windows,Disk (Disk IO Stats-1 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
BCNADFS_192.168.41.68,windows,CPU,OK,3.9,17.0,3.2,16.4,STABLE,
BCNADFS_192.168.41.68,windows,Memory,OK,61.5,65.0,61.4,64.9,STABLE,
BCNADFS_192.168.41.68,windows,Disk (Disk IO Stats-0 D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
BCNADFS_192.168.41.68,windows,Disk (C:),OK,25.7,27.0,24.2,25.5,STABLE,
BCNADFS_192.168.41.68,windows,Disk (D:),OK,1.0,1.0,1.0,1.0,STABLE,
BCNADFS_192.168.41.68,windows,Disk (Disk IO Stats-1 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
CN-ALM-P_192.168.122.105_p.ding,windows,CPU,OK,14.8,43.0,13.8,42.1,STABLE,
CN-ALM-P_192.168.122.105_p.ding,windows,Memory,OK,38.8,44.0,37.6,42.8,STABLE,
CN-ALM-P_192.168.122.105_p.ding,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
CN-ALM-P_192.168.122.105_p.ding,windows,Disk (D:),OK,38.0,38.0,38.0,38.0,STABLE,
CN-ALM-P_192.168.122.105_p.ding,windows,Disk (C:),OK,41.4,44.0,41.3,44.0,STABLE,
CN-ALM-P_192.168.122.105_p.ding,windows,Disk (Disk IO Stats-1 D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
CN-BIS-PEAE5-P_192.168.129.8_max.tong,windows,CPU,OK,6.8,11.0,6.7,10.9,STABLE,
CN-BIS-PEAE5-P_192.168.129.8_max.tong,windows,Memory,OK,55.1,57.0,55.5,57.4,STABLE,
CN-BIS-PEAE5-P_192.168.129.8_max.tong,windows,Disk (C:),OK,30.0,30.0,30.0,30.0,STABLE,
CN-BIS-PEAE5-P_192.168.129.8_max.tong,windows,Disk (Disk IO Stats-1 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
CN-BIS-PEAE5-P_192.168.129.8_max.tong,windows,Disk (E:),OK,12.0,12.0,12.0,12.0,STABLE,
CN-BIS-PEAE5-P_192.168.129.8_max.tong,windows,Disk (Disk IO Stats-0 E:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
Bus KQ_192.168.41.27_hs.wang,windows,CPU,OK,5.5,12.0,5.5,12.0,STABLE,
Bus KQ_192.168.41.27_hs.wang,windows,Memory,OK,46.5,49.0,43.6,46.0,STABLE,
Bus KQ_192.168.41.27_hs.wang,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
Bus KQ_192.168.41.27_hs.wang,windows,Disk (C:),OK,42.9,43.0,43.1,43.2,STABLE,
Bus KQ_192.168.41.27_hs.wang,windows,Disk (Disk IO Stats-1 E:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
Bus KQ_192.168.41.27_hs.wang,windows,Disk (E:),OK,8.0,8.0,8.0,8.0,STABLE,
CN-BIS-PEAE6-P _192.168.129.9_max.tong,windows,CPU,OK,5.7,11.0,5.3,10.6,STABLE,
CN-BIS-PEAE6-P _192.168.129.9_max.tong,windows,Memory,OK,47.5,49.0,47.0,48.5,STABLE,
CN-BIS-PEAE6-P _192.168.129.9_max.tong,windows,Disk (Disk IO Stats-1 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
CN-BIS-PEAE6-P _192.168.129.9_max.tong,windows,Disk (E:),OK,15.0,15.0,15.0,15.0,STABLE,
CN-BIS-PEAE6-P _192.168.129.9_max.tong,windows,Disk (C:),OK,29.0,29.0,29.0,29.0,STABLE,
CN-BIS-PEAE6-P _192.168.129.9_max.tong,windows,Disk (Disk IO Stats-0 E:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
CN-EDI-FENCE-P_192.168.129.10_max.tong,windows,CPU,OK,7.3,16.0,7.2,15.9,STABLE,
CN-EDI-FENCE-P_192.168.129.10_max.tong,windows,Memory,OK,28.7,31.0,31.6,33.9,STABLE,
CN-EDI-FENCE-P_192.168.129.10_max.tong,windows,Disk (Disk IO Stats-1 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
CN-EDI-FENCE-P_192.168.129.10_max.tong,windows,Disk (E:),OK,2.0,2.0,2.0,2.0,STABLE,
CN-EDI-FENCE-P_192.168.129.10_max.tong,windows,Disk (C:),OK,27.0,27.0,27.0,27.0,STABLE,
CN-EDI-FENCE-P_192.168.129.10_max.tong,windows,Disk (Disk IO Stats-0 E:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
CN-McAfeeIPS2-P_192.168.122.108_ly.wang,windows,CPU,OK,17.2,51.0,0.0,33.8,FALLING,
CN-McAfeeIPS2-P_192.168.122.108_ly.wang,windows,Memory,OK,74.2,76.0,71.1,72.9,STABLE,
CN-McAfeeIPS2-P_192.168.122.108_ly.wang,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
CN-McAfeeIPS2-P_192.168.122.108_ly.wang,windows,Disk (C:),OK,56.9,57.0,56.4,56.5,STABLE,
CN-EKPCONVERT-P_192.168.42.121_hs.wang,windows,CPU,OK,1.1,37.0,2.7,38.6,STABLE,
CN-EKPCONVERT-P_192.168.42.121_hs.wang,windows,Memory,OK,17.2,21.0,17.9,21.8,STABLE,
CN-EKPCONVERT-P_192.168.42.121_hs.wang,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
CN-EKPCONVERT-P_192.168.42.121_hs.wang,windows,Disk (C:),OK,33.8,34.0,33.5,33.7,STABLE,
CN-EKPCONVERT-P_192.168.42.121_hs.wang,windows,Disk (D:),OK,7.0,7.0,7.0,7.0,STABLE,
CN-EKPCONVERT-P_192.168.42.121_hs.wang,windows,Disk (Disk IO Stats-1 D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
CN-NICELABEL-P_192.168.42.89_hanley,windows,CPU,OK,8.5,36.0,9.2,36.7,STABLE,
CN-NICELABEL-P_192.168.42.89_hanley,windows,Memory,OK,36.6,41.0,36.0,40.3,STABLE,
CN-NICELABEL-P_192.168.42.89_hanley,windows,Disk (C:),OK,53.0,53.0,53.0,53.0,STABLE,
CN-NICELABEL-P_192.168.42.89_hanley,windows,Disk (Disk IO Stats-0 C:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
CN-PORTALSER-T_172.17.1.4_alex,windows,CPU,OK,13.7,21.0,13.5,20.8,STABLE,
CN-PORTALSER-T_172.17.1.4_alex,windows,Memory,OK,77.1,81.0,75.5,79.4,STABLE,
CN-PORTALSER-T_172.17.1.4_alex,windows,Disk (Disk IO Stats-0 C: D:),NODATA,0.0,0.0,0.0,0.0,UNKNOWN,
CN-PORTALSER-T_172.17.1.4_alex,windows,Disk (C:),WARNING,79.2,80.0,79.7,80.5,STABLE,Peak > 80%
